aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
24,Manuella Silveira,melobruna@example.org,Engenharia Mecânica,Trancado,B,Feminino,39.0,1,4307,1,1,Relacionado(a),2,1,História,Gustavo Henrique Rodrigues,0.75,1,Ruim,Biologia,Vicente da Rocha,4.06,7,Ruim,Geografia,Amanda Novais,6.27,12,Ruim,Sociologia,João Miguel Vasconcelos,8.55,2,Excelente,Economia,Maria Sophia da Mota,3.57,2,Ruim,1
25,Maria Flor Costa,kapewodkad,Engenharia Química,Formado,A,Masculino,23.0,0,4821,1,1,Solteiro(a),1,2,História da Música,Olivia Pinto,3.37,4,Ruim,Arranjo Musical,Matheus Vieira,9.2,2,Excelente,Teoria Musical,Renan Pastor,4.63,4,Ruim,Prática Instrumental,Pietro Pastor,3.07,8,Ruim,Composição Musical,Sr. Bruno Sousa,1.06,5,Ruim,0
26,Davi Luiz Albuquerque,maria-aliceborges@example.net,Terapia Ocupacional,Matriculado,C,,21.0,0,5934,1,0,Relacionado(a),2,4,Terapia Física,Mariane da Cunha,3.65,1,Ruim,Fisiologia,Mateus Moura,6.87,9,Regular,Técnicas de Imagem,Enzo Camargo,5.23,2,Regular,Reabilitação,Liam Guerra,5.25,1,Regular,Anatomia,Sr. Dom Peixoto,9.81,3,Excelente,0
27,Sabrina Moura,asafefernandes@example.net,Teologia,Formado,C,2923!!!k2,34.0,0,4194,1,0,Solteiro(a),2,4,Terapia Física,Mariane da Cunha,5.76,12,Ruim,Fisiologia,Mateus Moura,5.31,11,Ruim,Técnicas de Imagem,Enzo Camargo,8.31,8,Regular,Reabilitação,Liam Guerra,4.75,15,Ruim,Anatomia,Sr. Dom Peixoto,6.35,7,Regular,0
28,Hellena Freitas,joao-miguellopes@example.com,Física,Matriculado,C,Feminino,34.0,0,6050,0,1,Relacionado(a),2,2,Termodinâmica,Kamilly Machado,6.91,15,Ruim,Física Nuclear,Jade Nogueira,7.61,12,Ruim,Óptica,Sr. Ravi Lopes,1.0,3,Ruim,Eletromagnetismo,Yasmin Sousa,7.29,3,Bom,Mecânica,Danilo Gonçalves,2.76,7,Ruim,0
29,Murilo Abreu,olivianascimento@example.org,Cinema,Matriculado,D,Masculino,42.0,0,5099,0,0,Relacionado(a),2,2,Roteiro de Cinema,Benjamin Silva,0.86,11,Ruim,Direção de Cinema,Mariah Castro,2.3,4,Ruim,História do Cinema,Bruno Silva,0.47,0,Ruim,Montagem de Cinema,Luana Ramos,4.62,6,Ruim,Produção de Cinema,Sra. Milena Peixoto,9.88,11,Ruim,0
30,Ana Júlia Pastor,raelcamargo@example.com,Hotelaria,Formado,B,Feminino,29.0,0,5614,0,1,Solteiro(a),2,3,História,Bruno Guerra,4.83,13,Ruim,Português,Beatriz Azevedo,8.09,5,Bom,Química,Dr. Anthony Gabriel Gomes,7.51,3,Bom,Geografia,Hellena Sales,3.08,14,Ruim,Sociologia,Hellena Aparecida,4.67,2,Ruim,0
31,Maria Cecília Brito,da-costanatalia@example.net,insira aqui,Matriculado,D,Feminino,0.0,1,8185,0,1,Relacionado(a),2,2,Roteiro de Cinema,Benjamin Silva,3.53,14,Ruim,Direção de Cinema,Mariah Castro,1.87,9,Ruim,História do Cinema,Bruno Silva,9.18,3,Excelente,Montagem de Cinema,Luana Ramos,3.5,10,Ruim,Produção de Cinema,Sra. Milena Peixoto,0.62,5,Ruim,0
32,Eduarda Costela,davi-miguel43@example.net,Recursos Humanos,Matriculado,C,Masculino,10039.0,1,5178,0,0,Solteiro(a),2,3,Técnicas de Imagem,Lorena Silva,2.49,9,Ruim,Anatomia,Miguel Aparecida,8.82,14,Ruim,Terapia Física,Sr. Rhavi Macedo,5.97,13,Ruim,Fisiologia,Eduardo Teixeira,0.16,8,Ruim,Reabilitação,Sr. Anthony Lopes,5.75,10,Regular,0
33,Sra. Ana Clara Fonseca,britolarissa@example.com,Sistemas de Informação,Trancado,C,Outro,34.0,1,7803,0,1,Solteiro(a),2,3,Técnicas de Imagem,Lorena Silva,8.56,14,Ruim,Anatomia,Miguel Aparecida,5.98,14,Ruim,Terapia Física,Sr. Rhavi Macedo,4.84,2,Ruim,Fisiologia,Eduardo Teixeira,1.08,6,Ruim,Reabilitação,Sr. Anthony Lopes,2.51,0,Ruim,0
34,,garciagael-henrique@example.net,Artes Visuais,Matriculado,C,Feminino,36.0,0,3104,1,0,Solteiro(a),1,4,Fotografia,Eduarda Pastor,0.86,0,Ruim,Arte Digital,José Castro,6.34,1,Regular,História da Arte,Dante Duarte,4.67,4,Ruim,Escultura,Noah Oliveira,7.38,7,Regular,Pintura,Maria Cecília Brito,2.76,0,Ruim,0
35,Vitor Gabriel Gonçalves,cdas-neves@example.com,Banco de Dados,Matriculado,A,Outro,20.0,0,9115,1,0,Solteiro(a),1,3,Gestão de Pessoas,Dra. Lorena Cavalcanti,1.16,4,Ruim,Administração Pública,Maria Cecília Souza,9.18,14,Ruim,Gestão de Projetos,Maria Luísa da Rosa,5.64,10,Regular,Finanças Públicas,Dra. Carolina Araújo,4.25,2,Ruim,Gestão de Políticas Públicas,Ana Lívia Cavalcante,5.81,9,Regular,0
36,Anthony Gabriel Oliveira,bellaaparecida@example.net,Segurança do Trabalho,Matriculado,B,Outro,26.0,1,2046,1,0,Solteiro(a),2,1,História,Gustavo Henrique Rodrigues,4.91,13,Ruim,Biologia,Vicente da Rocha,4.99,1,Ruim,Geografia,Amanda Novais,8.45,11,Ruim,Sociologia,João Miguel Vasconcelos,0.91,12,Ruim,Economia,Maria Sophia da Mota,9.71,6,Regular,0
37,Maria Isis Machado,ana-luizaaragao@example.com,Medicina,Formado,B,Masculino,23.0,0,6001,1,0,Solteiro(a),2,4,Física Aplicada,Igor Sá,9.36,14,Ruim,Mecânica,Rebeca Martins,2.82,9,Ruim,Cálculo,Ísis da Conceição,3.24,13,Ruim,Desenho Técnico,Vinicius Siqueira,5.11,11,Ruim,Circuitos Elétricos,Dra. Luna Duarte,1.48,10,Ruim,0
38,Brenda Novais,livianascimento@example.org,Teologia,Formado,B,Outro,40.0,1,6585,1,0,Solteiro(a),1,1,História da Igreja,Noah Gomes,8.89,7,Regular,Exegese Bíblica,Maitê Viana,2.61,6,Ruim,Teologia Sistemática,Isadora Vieira,4.38,12,Ruim,Filosofia da Religião,Caroline Viana,1.72,6,Ruim,Teologia Moral,Gabrielly da Mata,4.9,8,Ruim,0
39,Anthony Souza,freitasasafe@example.org,Fonoaudiologia,Trancado,D,Masculino,99999.0,1,6602,1,1,Solteiro(a),1,2,Anatomia e Fisiologia,Dante Rodrigues,7.21,7,Regular,Audiologia,José Pedro da Conceição,3.07,15,Ruim,Fonologia,Stephany Jesus,7.03,5,Bom,Psicologia do Desenvolvimento,Sra. Maria Isis Moreira,8.9,4,Bom,Reabilitação Fonoaudiológica,Sophia Farias,1.8,7,Ruim,1
40,Anthony Pires,pintonina@example.org,curso,Formado,A,Masculino,38.0,1,9393,1,0,Solteiro(a),1,1,Termodinâmica,Bárbara Pacheco,5.83,2,Regular,Química Industrial,Juliana Oliveira,0.27,8,Ruim,Processos Químicos,Pietra Borges,2.32,10,Ruim,Cinética Química,Dr. Paulo Almeida,2.13,4,Ruim,Reatores Químicos,Lucca Rocha,8.9,15,Ruim,0
41,João Miguel Novais,camposjoana@example.net,Museologia,Matriculado,A,Outro,32.0,1,7992,1,0,Relacionado(a),1,1,Termodinâmica,Bárbara Pacheco,9.55,4,Bom,Química Industrial,Juliana Oliveira,4.06,1,Ruim,Processos Químicos,Pietra Borges,5.7,15,Ruim,Cinética Química,Dr. Paulo Almeida,2.77,10,Ruim,Reatores Químicos,Lucca Rocha,8.5,6,Regular,0
42,Valentim Sousa,lunnada-cunha@example.com,Administração,Formado,A,2923!!!k2,19.0,0,7539,0,1,Solteiro(a),2,1,Economia,Heloisa Campos,3.71,7,Ruim,Gestão de Pessoas,Sra. Ana Carolina Nunes,6.89,10,Regular,Gestão Financeira,Heitor Cavalcante,5.75,0,Regular,Marketing,Henrique da Conceição,9.14,1,Excelente,Administração Geral,Alícia Pacheco,6.94,10,Regular,0
43,Dr. Marcos Vinicius Costa,maria-liz89@example.com,Análise e Desenvolvimento de Sistemas,Matriculado,D,Outro,20.0,1,4015,1,1,Solteiro(a),2,1,Sistemas Operacionais,Kevin Carvalho,4.72,5,Ruim,Segurança da Informação,Elisa Fonseca,0.25,6,Ruim,Engenharia de Software,Alice Mendes,7.38,11,Ruim,Programação,Anthony Gabriel Borges,4.24,0,Ruim,Banco de Dados,Léo Cirino,8.48,9,Regular,0
44,Pedro Cardoso,zpimenta@example.com,Letras,Matriculado,C,Outro,18.0,0,1237,1,1,Relacionado(a),1,2,Linguística,Liam Duarte,9.98,7,Regular,Literatura Brasileira,Fernando Jesus,1.99,9,Ruim,Literatura Portuguesa,Pedro Henrique Silva,9.84,4,Bom,Produção Textual,Maria Luísa Peixoto,4.6,15,Ruim,Gramática,Ágatha da Conceição,5.59,6,Regular,0
45,#######,heloisabarbosa@example.net,Ciências Econômicas,Trancado,C,Feminino,29.0,0,5306,0,1,Relacionado(a),2,1,Macroeconomia,José Miguel Nunes,0.46,6,Ruim,Economia Internacional,Levi Costela,5.92,3,Regular,Teoria Econômica,Cecília Araújo,3.13,2,Ruim,Microeconomia,Ágatha Pereira,9.46,13,Ruim,Política Econômica,Emanuelly Pastor,0.99,10,Ruim,0
46,Pedro Lucas Siqueira,kevinaragao@example.org,Análise e Desenvolvimento de Sistemas,Formado,B,Masculino,300.0,1,7550,0,0,Solteiro(a),2,3,História,Bruno Guerra,8.12,10,Regular,Português,Beatriz Azevedo,5.82,5,Regular,Química,Dr. Anthony Gabriel Gomes,6.66,14,Ruim,Geografia,Hellena Sales,5.68,9,Regular,Sociologia,Hellena Aparecida,3.34,8,Ruim,0
47,NULL,qalbuquerque@example.org,Teologia,Formado,A,Masculino,34.0,0,1767,0,1,Relacionado(a),2,1,Economia,Heloisa Campos,4.02,13,Ruim,Gestão de Pessoas,Sra. Ana Carolina Nunes,2.89,11,Ruim,Gestão Financeira,Heitor Cavalcante,7.6,7,Regular,Marketing,Henrique da Conceição,7.37,11,Ruim,Administração Geral,Alícia Pacheco,0.31,1,Ruim,0
48,NULL,arthur-miguel44@example.com,Ciências Sociais,Matriculado,B,,20.0,1,2317,1,1,Solteiro(a),2,2,Psicologia Social,Ana Cecília da Rocha,9.98,6,Regular,Antropologia,Isis Novais,3.46,10,Ruim,Movimentos Sociais,Marcela Nogueira,9.29,8,Regular,Sociologia Geral,José Pedro Camargo,1.01,3,Ruim,Teoria Social,Sr. Lorenzo Barbosa,2.05,9,Ruim,0
49,Théo Campos,razevedo@example.org,Publicidade e Propaganda,Formado,A,Masculino,18.0,0,9644,1,0,INSERT DATA,1,1,Termodinâmica,Bárbara Pacheco,1.78,10,Ruim,Química Industrial,Juliana Oliveira,7.76,2,Bom,Processos Químicos,Pietra Borges,3.01,9,Ruim,Cinética Química,Dr. Paulo Almeida,7.79,7,Regular,Reatores Químicos,Lucca Rocha,9.13,0,Excelente,0
50,Dr. Anthony Gabriel Duarte,da-costaravi-lucca@example.net,Enfermagem,Trancado,B,Feminino,130.0,1,2730,1,0,,2,3,História,Bruno Guerra,6.43,8,Regular,Português,Beatriz Azevedo,0.87,10,Ruim,Química,Dr. Anthony Gabriel Gomes,9.28,14,Ruim,Geografia,Hellena Sales,1.5,15,Ruim,Sociologia,Hellena Aparecida,8.39,6,Regular,0
51,Murilo Nogueira,augustofarias@example.com,Engenharia,Matriculado,D,Masculino,36.0,0,8885,0,0,Solteiro(a),1,4,Gestão de Processos,Isabel Aragão,1.42,6,Ruim,Gestão da Qualidade,Guilherme Ribeiro,3.8,12,Ruim,Planejamento de Produção,Noah Monteiro,8.14,13,Ruim,Logística,Maria Vitória Alves,0.82,8,Ruim,Gestão de Estoques,Mariane Aparecida,9.4,3,Excelente,0
52,Ana Lívia Albuquerque,ypeixoto@example.com,Ciências Contábeis,Formado,A,Outro,22.0,0,7587,1,0,Relacionado(a),1,2,História da Música,Olivia Pinto,1.76,15,Ruim,Arranjo Musical,Matheus Vieira,5.81,8,Regular,Teoria Musical,Renan Pastor,1.29,2,Ruim,Prática Instrumental,Pietro Pastor,2.89,9,Ruim,Composição Musical,Sr. Bruno Sousa,8.31,5,Bom,0
53,Maria Mendes,none.com,Teologia,Trancado,D,Feminino,3.0,0,9311,1,0,Relacionado(a),2,4,Exegese Bíblica,Yasmin Monteiro,4.16,5,Ruim,Teologia Sistemática,Enzo Gabriel Moura,2.94,14,Ruim,Teologia Moral,Cauê Monteiro,6.73,4,Regular,História da Igreja,Bryan da Conceição,0.49,9,Ruim,Filosofia da Religião,Henry Castro,6.33,10,Regular,0
54,Sra. Anna Liz Rezende,araujojuan@example.net,Engenharia Química,Matriculado,B,Outro,27.0,1,9239,0,1,Solteiro(a),2,1,História,Gustavo Henrique Rodrigues,4.04,15,Ruim,Biologia,Vicente da Rocha,8.9,2,Excelente,Geografia,Amanda Novais,5.91,2,Regular,Sociologia,João Miguel Vasconcelos,0.16,7,Ruim,Economia,Maria Sophia da Mota,1.27,6,Ruim,0
55,Natália Abreu,goncalvessarah@example.org,Enfermagem,Trancado,D,Masculino,45.0,1,7357,0,0,Solteiro(a),2,3,Psicologia da Saúde,Zoe Vieira,5.13,14,Ruim,Anatomia e Fisiologia,Miguel Farias,8.39,2,Excelente,Saúde Pública,Aurora Mendonça,7.24,7,Regular,Enfermagem Geral,Benjamim Sales,9.63,4,Bom,Cuidado Intensivo,Enzo Peixoto,4.45,1,Ruim,0
56,Joana Melo,eduarda14@example.net,Biologia,Matriculado,A,Outro,43.0,0,8282,0,0,Solteiro(a),1,2,História da Música,Olivia Pinto,8.35,8,Regular,Arranjo Musical,Matheus Vieira,7.79,9,Regular,Teoria Musical,Renan Pastor,7.74,14,Ruim,Prática Instrumental,Pietro Pastor,7.17,6,Regular,Composição Musical,Sr. Bruno Sousa,0.55,3,Ruim,0
57,0923023,diogovasconcelos@example.com,Geografia,Matriculado,D,Outro,33.0,0,4384,1,0,Solteiro(a),2,3,Psicologia da Saúde,Zoe Vieira,0.93,15,Ruim,Anatomia e Fisiologia,Miguel Farias,6.58,5,Regular,Saúde Pública,Aurora Mendonça,2.96,13,Ruim,Enfermagem Geral,Benjamim Sales,1.53,3,Ruim,Cuidado Intensivo,Enzo Peixoto,6.03,14,Ruim,0
58,Sofia Melo,gabriellyduarte@example.org,Marketing,Trancado,B,Feminino,28.0,0,5100,1,0,Relacionado(a),1,3,Gestão de Marketing,Ana Sophia Martins,7.44,7,Regular,Marketing Digital,Maria Julia Oliveira,2.8,6,Ruim,Comportamento do Consumidor,Pietro Câmara,5.89,12,Ruim,Pesquisa de Mercado,Enzo Gabriel Cassiano,8.44,9,Regular,Publicidade,Anthony Gabriel Gomes,5.05,12,Ruim,0
59,Laura Nogueira,viniciusfarias@example.org,Química,Matriculado,C,Outro,18.0,0,3378,0,1,Relacionado(a),2,1,Macroeconomia,José Miguel Nunes,4.67,5,Ruim,Economia Internacional,Levi Costela,0.73,1,Ruim,Teoria Econômica,Cecília Araújo,3.66,8,Ruim,Microeconomia,Ágatha Pereira,6.52,1,Regular,Política Econômica,Emanuelly Pastor,4.76,12,Ruim,0
60,Maya Barbosa,alicealmeida@example.com,Jornalismo,Matriculado,A,Masculino,21.0,1,7587,1,0,Solteiro(a),1,2,História da Música,Olivia Pinto,2.7,14,Ruim,Arranjo Musical,Matheus Vieira,8.36,13,Ruim,Teoria Musical,Renan Pastor,7.43,8,Regular,Prática Instrumental,Pietro Pastor,2.68,2,Ruim,Composição Musical,Sr. Bruno Sousa,3.0,15,Ruim,0
61,Dra. Gabrielly Alves,da-rochamelina@example.net,Ciência da Computação,Matriculado,A,Outro,36.0,0,6690,1,0,Relacionado(a),2,4,Técnicas de Cozinha,Isabella Cavalcanti,0.31,7,Ruim,Nutrição Infantil,Dr. Yuri Jesus,5.76,8,Regular,Nutrição Esportiva,Ana Vasconcelos,8.16,14,Ruim,Nutrição Clínica,Antonella Carvalho,6.89,14,Ruim,Psicologia da Alimentação,Vitor Guerra,8.01,10,Regular,0
62,Ana Carolina Vasconcelos,clarice93@example.org,Estatística,Trancado,A,Feminino,42.0,0,2154,1,1,Relacionado(a),2,2,Desenho Técnico,Srta. Julia Marques,9.09,14,Ruim,Mecânica dos Fluidos,Lucas Montenegro,5.61,11,Ruim,Termodinâmica,Murilo Viana,5.8,3,Regular,Resistência dos Materiais,Bento Lopes,3.74,8,Ruim,Sistemas Mecânicos,Heitor Cavalcanti,3.94,13,Ruim,0
63,Nicolas Dias,arthur34@example.org,Engenharia de Produção,Trancado,D,Masculino,22.0,1,1617,1,1,Solteiro(a),1,1,História Geral,Diogo Farias,0.3,13,Ruim,Teoria Histórica,Ana Julia Correia,2.95,9,Ruim,História Contemporânea,Davi Lucca Novaes,7.4,13,Ruim,Historiografia,Sra. Evelyn Rezende,9.03,11,Ruim,História do Brasil,Heloisa Moreira,8.88,9,Regular,1
