aluno_id,nome_aluno,email_aluno,curso,status,turma,sexo,idade,trabalha,renda_familiar,acompanhamento_medico,tem_filho,estado_civil,semestre,bimestre,aula_1,professor_1,notas_1,faltas_1,desempenho_1,aula_2,professor_2,notas_2,faltas_2,desempenho_2,aula_3,professor_3,notas_3,faltas_3,desempenho_3,aula_4,professor_4,notas_4,faltas_4,desempenho_4,aula_5,professor_5,notas_5,faltas_5,desempenho_5,risco_evasao
13,Enrico Sousa,joao-guilherme15@example.net,email@gmail.com,Matriculado,A,Outro,23,0,5874,0,0,Viúvo(a),3,3,Gramática,Dra. Maria Eduarda Casa Grande,8.46,8,Regular,Linguística,Noah Pires,7.58,3,Bom,Produção Textual,Dr. Breno Farias,6.73,11,Ruim,Literatura Portuguesa,João Gabriel Nunes,7.38,14,Ruim,Literatura Brasileira,Clara Barbosa,9.53,7,Regular,0
14,Bianca Vieira,moreiraaugusto@example.net,Cinema,Trancado,A,Feminino,35,0,9747,0,1,Amasiado(a),4,3,Montagem de Cinema,Pietra Aparecida,4.64,5,Ruim,Produção de Cinema,Fernanda da Costa,6.42,1,Regular,Roteiro de Cinema,Elisa Cunha,3.78,1,Ruim,História do Cinema,Marina Moreira,0.01,15,Ruim,Direção de Cinema,Emanuella Gonçalves,7.46,3,Bom,1
15,João Felipe da Cruz,lucca65@example.org,Ciência da Computação,Cancelado,B,Outro,130,1,7661,0,0,Divorciado(a),2,4,Algoritmos,Maria Júlia Pires,2.43,2,Ruim,Sistemas Distribuídos,André Gonçalves,4.79,1,Ruim,Redes de Computadores,Liam Campos,0.86,2,Ruim,Estruturas de Dados,Ana Beatriz Novaes,5.79,8,Regular,Inteligência Artificial,Luiz Otávio Alves,6.36,13,Ruim,1
16,Emanuelly Souza,maria02@example.com,Jornalismo,Trancado,A,Outro,26,0,-9239,1,1,Viúvo(a),1,2,Redação Jornalística,Maysa Marques,3.7,12,Ruim,Comunicação e Mídia,Dra. Alícia Farias,7.04,7,Regular,Produção de Conteúdo,Maysa Melo,7.56,13,Ruim,Ética Jornalística,Henrique Andrade,8.14,11,Ruim,Edição de Vídeo,Augusto Cirino,7.39,12,Ruim,1
17,Davi Miguel Fernandes,egomes@example.net,Veterinária,Matriculado,B,Masculino,41,0,8814,1,1,Amasiado(a),2,1,Cirurgia Veterinária,Amanda Cassiano,1.82,2,Ruim,Anatomia Veterinária,Maria Cecília Lopes,2.37,11,Ruim,Microbiologia Veterinária,Dr. Calebe Duarte,8.64,15,Ruim,Farmacologia Veterinária,Davi Miguel Peixoto,3.21,12,Ruim,Clínica Veterinária,Daniela Silva,2.65,10,Ruim,1
18,Amanda Rocha,brenda18@example.org,Ciências Sociais,Trancado,A,Outro,59,1,2947,1,1,Divorciado(a),7,1,Clínica Odontológica,Mateus Almeida,5.18,0,Regular,Anatomia Dental,Sr. Caio Sales,6.29,3,Regular,Radiologia Odontológica,Kevin Cavalcante,6.28,5,Regular,Implantes,Maria Alice da Conceição,8.96,5,Bom,Periodontia,Ágatha Sá,5.41,3,Regular,1
19,Yasmin Cavalcante,montenegroluana@example.com,Cinema,Trancado,A,Outro,41,1,2203,1,1,Solteiro(a),7,2,Produção de Cinema,Carolina Pacheco,0.51,6,Ruim,Roteiro de Cinema,Letícia Sousa,9.65,12,Ruim,Montagem de Cinema,Evelyn Oliveira,7.49,14,Ruim,História do Cinema,Mirella Pastor,6.76,11,Ruim,Direção de Cinema,Brenda Moura,0.18,5,Ruim,1
20,Renan das Neves,carlos-eduardoda-cruz@example.com,Jogos Digitais,Concluso,C,Feminino,47,0,5350,0,0,Divorciado(a),3,3,Design de Jogos,Maria Julia da Mata,4.64,5,Ruim,Programação de Jogos,Gabriel Garcia,7.61,13,Ruim,Realidade Virtual,Davi Luiz Pacheco,9.36,6,Regular,Inteligência Artificial para Jogos,Ana Vitória Gomes,2.25,14,Ruim,Gráficos de Computação,Sr. Francisco da Conceição,8.96,7,Regular,0
21,Ana Sophia Sales,joao-pedromendonca@example.org,Artes Visuais,Concluso,C,Masculino,24,1,2406,1,1,Viúvo(a),4,4,Fotografia,Manuella Rodrigues,0.91,10,Ruim,Escultura,Maria Sophia Sousa,5.5,7,Regular,Arte Digital,Yago Camargo,5.01,9,Regular,História da Arte,Sra. Lara Campos,7.34,13,Ruim,Pintura,Ravi Lucca Silveira,6.75,8,Regular,1
22,Giovanna da Mota,paulo08@example.net,Análise e Desenvolvimento de Sistemas,Trancado,B,Masculino,28,0,9101,0,1,Separado(a),2,2,Medicina Veterinária,Sr. Thales Viana,6.8,15,Ruim,Genética Animal,Marcos Vinicius das Neves,1.96,8,Ruim,Nutrição Animal,Alexandre Abreu,2.98,13,Ruim,Produção Animal,Bárbara Costa,9.02,13,Ruim,Fisiologia Animal,Rebeca Lopes,9.34,9,Regular,0
23,Dom Almeida,luiz-felipecirino@example.com,$$$$$$$,Trancado,C,Feminino,130,0,6931,1,0,Viúvo(a),8,4,Gestão de Estoques,Hadassa Brito,0.66,11,Ruim,Gestão de Processos,Ravy Barbosa,9.13,12,Ruim,Gestão da Qualidade,Sr. Rhavi Cunha,4.73,10,Ruim,Planejamento de Produção,Julia da Costa,1.95,2,Ruim,Logística,Sra. Ana Lívia Camargo,4.3,2,Ruim,1
24,Heitor da Conceição,murilocorreia@example.com,Hotelaria,Trancado,C,Feminino,40,1,5370,1,0,Divorciado(a),6,4,Enfermagem Geral,Bernardo da Cunha,0.64,3,Ruim,Psicologia da Saúde,Yago Guerra,4.06,10,Ruim,Cuidado Intensivo,Anna Liz Duarte,9.63,10,Regular,Anatomia e Fisiologia,Bárbara Caldeira,8.44,7,Regular,Saúde Pública,Valentim Costa,2.17,5,Ruim,1
25,Cecilia Moraes,pedro-henrique06@example.net,Engenharia de Alimentos,Cancelado,A,Outro,24,0,9866,1,0,Viúvo(a),1,3,Tecnologia de Alimentos,Leonardo Cavalcanti,8.81,15,Ruim,Gestão de Processos,Ayla Correia,2.04,2,Ruim,Microbiologia de Alimentos,Maria Julia Brito,2.64,5,Ruim,Química de Alimentos,João Lucas Novais,0.63,13,Ruim,Higiene e Sanidade,Isis Caldeira,0.76,6,Ruim,0
26,Srta. Mirella Albuquerque,lnovaes@example.org,Psicologia,Matriculado,D,Masculino,999,0,2922,1,0,Divorciado(a),7,4,Psicopatologia,Sophie Oliveira,3.1,14,Ruim,Psicologia Geral,Luísa Pires,1.65,3,Ruim,Psicologia Social,Vitor Hugo Marques,1.9,2,Ruim,Teorias da Personalidade,Carolina Silveira,2.99,1,Ruim,Psicologia do Desenvolvimento,Davi Lucca Mendonça,7.11,12,Ruim,1
27,Mariana Mendonça,da-rosalorena@example.net,Engenharia de Produção,Matriculado,D,Feminino,31,0,7937,0,0,XW0S2#$@43,4,4,Gestão de Processos,Stephany Andrade,7.67,3,Bom,Gestão da Qualidade,Evelyn Fernandes,9.23,1,Excelente,Logística,Dr. Caio Fogaça,3.04,5,Ruim,Gestão de Estoques,José Pedro Rios,6.31,6,Regular,Planejamento de Produção,Sra. Marina Sales,8.08,8,Regular,0
28,Enrico Novais,oliviasantos@example.org,Administração,Cancelado,A,Masculino,50,0,3911,0,0,Divorciado(a),3,2,Marketing,Manuella Nascimento,3.82,13,Ruim,Administração Geral,Levi Lopes,5.87,5,Regular,Gestão de Pessoas,Sr. Lorenzo Borges,9.32,2,Excelente,Economia,Dra. Ísis Cassiano,8.03,9,Regular,Gestão Financeira,Alice Viana,5.61,5,Regular,0
29,Luiz Henrique da Rocha,alanasantos@example.org,Geografia,Matriculado,A,Masculino,20,0,3992,0,1,Relacioname,5,3,Geografia Humana,Ester Novaes,6.6,2,Regular,Cartografia,José Pedro Nascimento,9.58,12,Ruim,Geopolítica,Stella Marques,4.36,0,Ruim,Planejamento Urbano,Henrique Aragão,6.68,8,Regular,Geografia Física,Ágatha Cassiano,3.79,2,Ruim,0
30,Lorenzo Teixeira,renan14@example.com,,Matriculado,A,902334,52,0,8917,0,1,Amasiado(a),3,4,Anatomia,Daniel Caldeira,8.15,12,Ruim,Fisiologia,Davi Lucas Nunes,4.34,3,Ruim,Reabilitação,Larissa Jesus,6.87,9,Regular,Técnicas de Imagem,Ana Lívia Borges,3.75,12,Ruim,Terapia Física,João Felipe da Cruz,2.45,7,Ruim,1
31,Pedro Lucas Cassiano,miguel57@example.net,Fisioterapia,Matriculado,A,Feminino,25,0,4171,0,1,Casado(a),7,3,Fisiologia,Lívia Porto,2.13,10,Ruim,Terapia Física,Isabel Sampaio,2.87,10,Ruim,Anatomia,Benício Rocha,8.69,5,Bom,Reabilitação,Maria Laura da Paz,7.63,2,Bom,Técnicas de Imagem,Levi Guerra,2.73,4,Ruim,0
32,Yuri da Conceição,osiqueira@example.org,Gestão Pública,Cancelado,C,Masculino,35,1,2703,1,1,Divorciado(a),2,3,Administração Pública,Bianca Alves,8.1,10,Regular,Gestão de Pessoas,Melina Barros,0.84,1,Ruim,Finanças Públicas,Yuri Silva,9.24,2,Excelente,Gestão de Políticas Públicas,Ryan Marques,9.7,9,Regular,Gestão de Projetos,Ana Lívia da Mata,6.48,7,Regular,1
33,Aurora Rocha,luigi86@example.com,Engenharia,Concluso,D,Feminino,29,0,5032,1,0,Viúvo(a),4,2,Transporte e Distribuição,Dra. Luara Monteiro,8.58,3,Excelente,Gestão de Cadeia de Suprimentos,Giovanna Vasconcelos,6.57,2,Regular,Gestão de Transportes,Srta. Marina Dias,3.03,12,Ruim,Logística Internacional,Enzo Gabriel da Mata,9.3,7,Regular,Gestão de Estoques,Paulo Moraes,2.58,5,Ruim,0
34,Ana Carolina Souza,milena75@example.org,Enfermagem,Cancelado,D,Masculino,17,1,6544,1,0,Divorciado(a),6,4,Psicologia da Saúde,Liz Cardoso,6.16,11,Ruim,Cuidado Intensivo,Pedro Miguel Ferreira,8.1,6,Regular,Enfermagem Geral,Maria Nascimento,9.71,10,Regular,Saúde Pública,Ravi Lucca Rodrigues,3.47,15,Ruim,Anatomia e Fisiologia,Sr. Noah Martins,9.09,5,Bom,1
35,Léo Barros,tsa@example.net,Jornalismo,Matriculado,C,Outro,49,1,-9239,0,0,Separado(a),8,4,Gestão de Estoques,Hadassa Brito,0.84,6,Ruim,Gestão de Processos,Ravy Barbosa,3.05,2,Ruim,Gestão da Qualidade,Sr. Rhavi Cunha,5.49,11,Ruim,Planejamento de Produção,Julia da Costa,4.62,15,Ruim,Logística,Sra. Ana Lívia Camargo,4.18,9,Ruim,1
36,Benício Vargas,gael-henrique32@example.com,Biologia,Cancelado,D,Feminino,57,0,9751,1,0,Viúvo(a),2,4,Sociologia Geral,Amanda Macedo,8.49,7,Regular,Psicologia Social,Luísa da Mota,8.98,6,Regular,Movimentos Sociais,Caleb Nogueira,7.63,1,Bom,Antropologia,Dr. Arthur Gabriel Oliveira,2.44,13,Ruim,Teoria Social,Ana Clara Silveira,8.08,14,Ruim,1
37,Maitê Cavalcanti,fernandesmaria-luiza@example.org,Estatística,Cancelado,A,Outro,27,0,8840,0,1,Amasiado(a),2,1,Estatística Aplicada,Elisa Cardoso,5.5,1,Regular,Estatística Descritiva,Srta. Raquel Castro,6.53,1,Regular,Métodos Estatísticos,Srta. Heloísa Montenegro,9.75,13,Ruim,Probabilidade,Henrique Freitas,0.89,12,Ruim,Análise de Dados,Clarice Moura,6.53,7,Regular,0
38,Dr. Henrique Vargas,faparecida@example.com,Letras,Matriculado,D,EXIT01,46,1,3611,0,0,Solteiro(a),6,2,Gramática,Arthur Miguel Fogaça,6.24,3,Regular,Linguística,Lívia Moreira,0.16,11,Ruim,Produção Textual,Isaac Porto,1.24,0,Ruim,Literatura Portuguesa,Sra. Ana Julia Sampaio,7.64,14,Ruim,Literatura Brasileira,João Guilherme Macedo,3.87,11,Ruim,0
39,Emanuella Cardoso,amonteiro@example.net,Odontologia,Matriculado,B,Masculino,47,0,4090,0,1,Amasiado(a),8,2,Clínica Odontológica,Alexia Pereira,5.5,9,Regular,Implantes,Bernardo da Luz,1.15,2,Ruim,Anatomia Dental,Arthur Albuquerque,1.58,0,Ruim,Radiologia Odontológica,Heloísa Leão,7.71,10,Regular,Periodontia,Jade da Paz,9.1,15,Ruim,1
40,Heloísa Novaes,zduarte@example.com,Física,Trancado,D,902334,35,0,0,0,0,Separado(a),4,1,Óptica,Emanuella Mendonça,8.04,13,Ruim,Física Nuclear,Joaquim Albuquerque,5.33,13,Ruim,Mecânica,Bianca Pinto,6.83,15,Ruim,Eletromagnetismo,Eduardo Rodrigues,0.75,11,Ruim,Termodinâmica,Erick Pereira,2.04,14,Ruim,0
41,Luiz Fernando Andrade,hellena72@example.net,Arquitetura e Urbanismo,Cancelado,A,Feminino,53,1,4074,1,1,Separado(a),4,3,Montagem de Cinema,Pietra Aparecida,8.42,11,Ruim,Produção de Cinema,Fernanda da Costa,4.36,15,Ruim,Roteiro de Cinema,Elisa Cunha,8.07,13,Ruim,História do Cinema,Marina Moreira,8.53,14,Ruim,Direção de Cinema,Emanuella Gonçalves,3.61,6,Ruim,1
42,Emanuella Albuquerque,npeixoto@example.com,Biblioteconomia,Matriculado,B,Masculino,130,1,-1000,1,0,Separado(a),2,3,Gestão de Bibliotecas,Thomas Almeida,0.38,3,Ruim,Preservação de Documentos,Sra. Carolina Silveira,9.3,5,Bom,Leitura e Literatura,Theodoro Pereira,1.99,0,Ruim,Catalogação,Alana Pereira,8.43,2,Excelente,Gestão da Informação,Fernando Correia,6.04,11,Ruim,1
43,Vitor Ramos,davi27@example.org,Farmácia,Matriculado,C,Outro,-5,0,2702,0,1,Solteiro(a),2,3,Administração Pública,Bianca Alves,6.86,11,Ruim,Gestão de Pessoas,Melina Barros,9.34,13,Ruim,Finanças Públicas,Yuri Silva,5.86,9,Regular,Gestão de Políticas Públicas,Ryan Marques,8.16,5,Bom,Gestão de Projetos,Ana Lívia da Mata,7.63,4,Bom,0
44,Isaac Rios,tpereira@example.org,Cinema,Cancelado,B,Masculino,54,0,3754,0,0,Separado(a),2,3,Gestão de Bibliotecas,Thomas Almeida,5.92,3,Regular,Preservação de Documentos,Sra. Carolina Silveira,9.96,5,Bom,Leitura e Literatura,Theodoro Pereira,7.15,0,Bom,Catalogação,Alana Pereira,2.43,2,Ruim,Gestão da Informação,Fernando Correia,5.53,14,Ruim,0
45,Mariane Fogaça,aparecidaluara@example.com,Ciências Econômicas,Cancelado,B,Outro,35,0,1650,0,1,Amasiado(a),8,2,Clínica Odontológica,Alexia Pereira,0.09,8,Ruim,Implantes,Bernardo da Luz,8.24,7,Regular,Anatomia Dental,Arthur Albuquerque,6.08,5,Regular,Radiologia Odontológica,Heloísa Leão,8.11,11,Ruim,Periodontia,Jade da Paz,2.85,2,Ruim,1
46,Larissa Cunha,yasminmendes@example.com,Engenharia de Produção,Trancado,C,Feminino,56,1,8304,0,1,Solteiro(a),1,2,Gestão de Processos,Lucas Ramos,6.98,8,Regular,Planejamento de Produção,Vinícius Souza,1.46,10,Ruim,Gestão da Qualidade,Dr. Gabriel Pastor,6.64,11,Ruim,Gestão de Estoques,Ana Clara Alves,0.28,14,Ruim,Logística,Sra. Yasmin Marques,2.43,14,Ruim,1
47,Vitória Marques,fernandesmaria-helena@example.net,Teatro,Cancelado,A,Feminino,39,0,8553,0,1,Divorciado(a),4,1,Roteiro Teatral,João Barros,2.15,2,Ruim,Direção Teatral,Anna Liz Ferreira,7.96,6,Regular,Cenografia,Vitor Gabriel Guerra,0.18,5,Ruim,História do Teatro,Clarice Pereira,8.38,1,Excelente,Iluminação Teatral,Maria Vitória Sá,8.64,6,Regular,1
48,Isabela Cardoso,qda-paz@example.com,Engenharia Mecânica,Concluso,D,Masculino,47,1,5083,0,1,Amasiado(a),2,1,Mecânica dos Fluidos,Luana Sousa,2.06,15,Ruim,Termodinâmica,Luiz Fernando Porto,4.75,0,Ruim,Sistemas Mecânicos,Mariana Garcia,1.87,12,Ruim,Resistência dos Materiais,Theo Castro,3.91,3,Ruim,Desenho Técnico,Benjamin Ribeiro,1.84,12,Ruim,1
49,Yuri Dias,milena83@example.com,veteri,Trancado,A,Masculino,68,1,1068,1,1,Divorciado(a),6,4,Sistemas Operacionais,Dra. Kamilly da Conceição,5.48,10,Regular,Estruturas de Dados,Srta. Clarice Moraes,2.77,4,Ruim,Algoritmos,Stephany da Rosa,4.09,3,Ruim,Banco de Dados,Ana Julia Guerra,8.73,2,Excelente,Programação,Lorenzo da Mota,7.21,15,Ruim,1
50,Isabela Sales,thiago87@example.org,Engenharia,Cancelado,B,Outro,54,0,7387,0,1,Casado(a),3,2,Gestão de Processos,Clara das Neves,1.8,0,Ruim,Microbiologia de Alimentos,Caleb Viana,1.32,6,Ruim,Higiene e Sanidade,Thomas Almeida,7.16,10,Regular,Química de Alimentos,Lorena Melo,3.57,14,Ruim,Tecnologia de Alimentos,Fernando Souza,2.96,3,Ruim,1
51,Anthony Gabriel Fonseca,xsilveira@example.net,Arquivologia,Trancado,B,Outro,63,0,4849,1,0,,5,2,Teoria Arquivística,Oliver Rocha,1.47,4,Ruim,Documentação Digital,Sr. Benício Siqueira,3.61,15,Ruim,Preservação de Documentos,Isabelly Santos,6.1,1,Regular,Gestão de Arquivos,Benjamin da Costa,7.73,5,Bom,Arquivos Públicos,Sra. Clara Freitas,1.61,2,Ruim,1
52,Renan Dias,qcardoso@example.org,Engenharia Química,Matriculado,D,Feminino,40,1,1982,0,0,Solteiro(a),4,2,Transporte e Distribuição,Dra. Luara Monteiro,0.5,9,Ruim,Gestão de Cadeia de Suprimentos,Giovanna Vasconcelos,0.95,3,Ruim,Gestão de Transportes,Srta. Marina Dias,2.14,6,Ruim,Logística Internacional,Enzo Gabriel da Mata,3.82,0,Ruim,Gestão de Estoques,Paulo Moraes,0.71,7,Ruim,1
53,Ian Garcia,rsousa@example.net,Banco de Dados,Concluso,D,Masculino,35,1,1399,1,1,Divorciado(a),1,2,Segurança de Banco de Dados,Arthur Gabriel Silva,6.94,1,Regular,SQL Avançado,Theo Rezende,2.35,5,Ruim,Administração de Banco de Dados,Emilly Peixoto,1.43,12,Ruim,Modelagem de Dados,Hellena Pimenta,7.24,12,Ruim,Sistemas de Informação,Isis das Neves,6.81,13,Ruim,1
54,Sofia Nogueira,isis38@example.com,Terapia Ocupacional,Cancelado,B,Masculino,54,0,6291,1,1,Divorciado(a),4,3,Avaliação Terapêutica,Isadora da Rocha,8.35,0,Excelente,Desenvolvimento Humano,Raul Viana,9.76,8,Regular,Psicologia Clínica,Maysa das Neves,6.73,15,Ruim,Fisioterapia,Marina Cavalcanti,5.23,1,Regular,Técnicas de Reabilitação,Cecilia Jesus,5.74,11,Ruim,1
55,Srta. Julia Vargas,machadomanuela@example.com,Secretariado Executivo,Cancelado,D,Masculino,30,1,5997,1,0,Viúvo(a),4,1,Óptica,Emanuella Mendonça,8.04,10,Regular,Física Nuclear,Joaquim Albuquerque,9.07,8,Regular,Mecânica,Bianca Pinto,4.99,5,Ruim,Eletromagnetismo,Eduardo Rodrigues,6.52,9,Regular,Termodinâmica,Erick Pereira,6.7,9,Regular,1
56,Calebe Lima,novaesantony@example.com,Jogos Digitais,Concluso,C,Feminino,24,1,838,1,1,Amasiado(a),3,4,Inteligência Artificial para Jogos,Isabela Rezende,1.86,15,Ruim,Realidade Virtual,Dra. Maria Clara Macedo,7.77,15,Ruim,Programação de Jogos,Anna Liz Sales,1.4,3,Ruim,Gráficos de Computação,Oliver Pinto,5.12,4,Regular,Design de Jogos,João da Mota,1.66,0,Ruim,1
57,João Pedro da Cruz,stephany83@example.com,Gastronomia,Cancelado,C,Outro,63,1,8575,0,1,Separado(a),5,3,Gestão de Restaurante,Arthur Sousa,7.49,8,Regular,Culinária Internacional,Ana Liz Mendes,2.78,12,Ruim,Cultura Gastronômica,Benício Fonseca,7.59,10,Regular,Técnicas Culinárias,Lorenzo Nascimento,9.4,5,Bom,Nutrição e Dietética,Clara Fonseca,9.43,0,Excelente,1
58,Hellena Peixoto,cassianomariana@example.com,Zootecnia,Trancado,C,Masculino,47,0,952,0,0,Amasiado(a),8,2,Nutrição Animal,Ryan Marques,8.03,13,Ruim,Produção Animal,Ryan Carvalho,9.28,7,Regular,Genética Animal,Vicente Martins,5.25,6,Regular,Fisiologia Animal,Lucca da Cruz,8.64,5,Bom,Medicina Veterinária,Rafaela Pimenta,5.56,4,Regular,1
59,Sophie Leão,arthur-miguelcassiano@example.com,Pedagogia,Cancelado,D,Masculino,52,1,7399,0,0,Separado(a),3,3,Didática,Dra. Evelyn Caldeira,9.97,2,Excelente,Educação Infantil,Thiago Pinto,4.84,11,Ruim,Teoria da Educação,Fernanda Oliveira,4.41,8,Ruim,Psicopedagogia,Emilly Freitas,5.51,11,Ruim,Gestão Escolar,Pedro Barros,3.1,3,Ruim,1
60,Amanda Monteiro,eloahnovaes@example.com,concluido,Cancelado,A,Outro,33,0,6444,0,1,Viúvo(a),6,3,Química Inorgânica,Manuela Costela,3.84,1,Ruim,Bioquímica,Ana Mendes,6.98,1,Regular,Química Orgânica,Sra. Maria Isis Carvalho,2.48,5,Ruim,Química Analítica,Sra. Maria Eduarda Ferreira,4.06,11,Ruim,Físico-Química,José Miguel Porto,4.57,5,Ruim,1
61,Ana Carolina Pinto,wcirino@example.org,Secretariado Executivo,Cancelado,B,Feminino,66,0,9654,0,0,Casadoo,5,3,Atendimento ao Cliente,José Cavalcanti,3.8,7,Ruim,Gestão de Pessoas,Heloísa Farias,8.9,14,Ruim,Administração do Tempo,Vicente Rocha,7.09,7,Regular,Comunicação Empresarial,Luana Carvalho,2.08,9,Ruim,Gestão de Escritórios,Olívia da Rocha,3.43,13,Ruim,0
